template_id,template_name,category,template_version,lifecycle_status,readiness_status,requires_human_gate,required_integrations,workflow_label,manual_path_status,autonomous_path_status,start_api_result,execution_id,terminal_status,approval_encountered,approval_completed,fallback_simulation_observed,error_code,error_message,root_cause_category,evidence_ref
81c5efaf-5874-4eca-87a5-47db70920b1c,Crisis Management Response,strategy,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Crisis Management Response
7a3daa2a-c9c5-48ca-8904-67bc4acce39d,Customer Onboarding,support,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Customer Onboarding
7eb75078-1353-4d6a-a70e-44767bb993a0,Dashboard Creation,data,1,published,ready,False,[],integration-dependent,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Dashboard Creation
f3ca8939-a397-42ab-85e7-5e7f7de2ac6c,Data Governance Audit,data,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Data Governance Audit
c39c772b-a80c-408a-80cf-12c3650d5d27,Data Pipeline Setup,data,1,published,ready,False,[],integration-dependent,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Data Pipeline Setup
92d06c88-7bea-4485-a0c8-663a1e488728,Deal Closing,sales,1,published,ready,False,[],integration-dependent,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,5a07d962-779a-4ed9-8be4-84e96d1e4585,,False,False,unknown,,,env,workflow:Deal Closing
a5117195-9498-48a0-be31-9c7441b38268,Email Nurture Sequence,marketing,1,published,ready,False,[],fully autonomous,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,cb7f7efb-1436-40c0-89c1-7e5763d9f6a1,,False,False,unknown,,,env,workflow:Email Nurture Sequence
3e73fb0e-cf2f-44ca-adc0-24c9a2c38eca,Email Sequence Workflow,marketing,1,published,ready,True,[],human-gated,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Email Sequence Workflow
5dc05b5a-5da2-485e-beb4-53fbd0adaeff,Employee Onboarding,hr,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Employee Onboarding
c10b5dca-1881-4f49-9632-b06330547a75,Expense Reimbursement,finance,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Expense Reimbursement
2e643611-3e58-45f7-a86d-1f5c9eea3632,Feature Development,product,1,published,ready,False,[],integration-dependent,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Feature Development
62c45bb3-ca9b-4770-a92c-93979fb95a20,Financial Reporting,finance,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Financial Reporting
816dce93-8b74-48ba-9713-f482957bfd1e,Fundraising Round,strategy,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Fundraising Round
0f937e61-f6f4-4b81-a3d4-c203ff47146e,GDPR Compliance Audit,legal,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:GDPR Compliance Audit
f84894ef-f656-4cae-93e6-0e7593ec2e0b,Incident Investigation,legal,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Incident Investigation
a02dc771-e371-42a8-b0b9-70d2e19745cc,Influencer Outreach,marketing,1,published,ready,False,[],integration-dependent,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,2c46791c-bb27-42a4-a76b-6da10395c1f2,,False,False,unknown,,,env,workflow:Influencer Outreach
8c42a182-6e31-4fd3-a280-2950242d0bde,Initiative Framework,strategy,1,published,ready,True,[],human-gated,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Initiative Framework
63a9c0d3-308f-4f34-9b24-c041e884d45e,Inventory Management,operations,1,published,ready,False,[],degraded-simulation-prone,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,fba00e33-ca5c-40ef-86c9-9797deae523e,,False,False,unknown,,,env,workflow:Inventory Management
c4b441ac-4354-4d81-82fe-8be67e09e44a,Invoice Processing,finance,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Invoice Processing
89b85279-b17d-47a5-a234-3f680f340031,IP Filing,legal,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:IP Filing
21907184-24ad-42e5-8d17-0b2b1fc2b0d7,IT Asset Provisioning,operations,1,published,ready,False,[],degraded-simulation-prone,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,61090bf0-08a7-4175-b39c-035394cebc78,,False,False,unknown,,,env,workflow:IT Asset Provisioning
667030fd-ef3b-4288-8575-22cdb01b21e8,Knowledge Base Update,support,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Knowledge Base Update
3c705a70-b3a3-45da-b2b1-6fed245a2ba0,Lead Generation Workflow,sales,1,published,ready,True,[],human-gated,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Lead Generation Workflow
47d28f73-cad6-4472-b0f7-770ca6bb9fe7,Lead Qualification,sales,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Lead Qualification
0202442a-9eb7-4b60-b6c2-81d3328d924a,Machine Learning Pipeline,data,1,published,ready,False,[],integration-dependent,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Machine Learning Pipeline
0fba8073-cd20-486c-abda-8600d73273bd,Market Entry Strategy,strategy,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Market Entry Strategy
b830c9c7-d613-4d8d-8cd8-a71ee83e2f58,Merger & Acquisition (M&A),strategy,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Merger & Acquisition (M&A)
20373833-beff-49b6-b903-b94a0e33701b,Offboarding,hr,1,published,ready,False,[],degraded-simulation-prone,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,985c8898-ceda-46eb-bb76-118232c533b5,,False,False,unknown,,,env,workflow:Offboarding
88dbc223-b648-4f33-8aae-86055fbe8ea4,Office Move/Expansion,operations,1,published,ready,False,[],degraded-simulation-prone,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,89f95054-cc46-4db0-be95-29d394abc9fb,,False,False,unknown,,,env,workflow:Office Move/Expansion
935fed1d-86d8-4966-8eb9-016ce86fcae9,Outbound Prospecting,sales,1,published,ready,False,[],fully autonomous,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,8c8668d5-1c7d-4992-8f96-9101b9449cb2,,False,False,unknown,,,env,workflow:Outbound Prospecting
58348928-764c-45e8-aab3-2b56a4f514f8,Partnership Development,strategy,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Partnership Development
6da35b0c-2168-46ec-8f67-2bb001cbc5b3,Payroll Processing,hr,1,published,ready,False,[],integration-dependent,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,275c7a6e-2656-485d-88c3-2822fd6f3c0a,,False,False,unknown,,,env,workflow:Payroll Processing
ddc4262f-a19d-40f7-a1e4-a938483bbae7,Performance Review,hr,1,published,ready,False,[],fully autonomous,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,148ddffa-bd25-4506-8c6c-c63ca394d2ea,,False,False,unknown,,,env,workflow:Performance Review
0ad0da87-8cda-4888-ad1d-ab6e0135cf82,Pipeline Review,sales,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Pipeline Review
967a1904-8745-4519-ae7a-bf0f06ea15bb,Policy Update,legal,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Policy Update
49afd20c-0a9e-4a29-8c3a-e5ea7b4415cb,Product Launch Campaign,marketing,1,published,ready,False,[],fully autonomous,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,62dde638-b696-4d95-9809-de1969b08885,,False,False,unknown,,,env,workflow:Product Launch Campaign
4ee48ab9-e6be-4536-a956-41f66b99e4b7,Product Launch Workflow,strategy,1,published,ready,True,[],human-gated,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Product Launch Workflow
3d7ec363-cd53-43f8-9550-2262cbc590a6,Quality Assurance Audit,operations,1,published,ready,False,[],degraded-simulation-prone,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,913ad43a-6ddc-4a51-8681-00fc21f2dfc8,,False,False,unknown,,,env,workflow:Quality Assurance Audit
f4de76aa-f81c-4a2a-a2d3-c6f8b1ae685e,Quarterly Business Review (QBR),strategy,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Quarterly Business Review (QBR)
dd0e326e-665d-48ac-b6c7-5f4f809b21cf,Recruitment Pipeline,hr,1,published,ready,False,[],degraded-simulation-prone,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,356a4c96-6381-49ed-8e7a-b445bf43f8b0,,False,False,unknown,,,env,workflow:Recruitment Pipeline
04185138-b81b-42f3-b105-6828aca11d91,Roadmap Planning,product,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Roadmap Planning
d7458326-a704-4207-99db-ede24187f77b,Sales Training,sales,1,published,ready,False,[],integration-dependent,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,2ea57d4c-8b0a-42a9-9370-3935ec252ee8,,False,False,unknown,,,env,workflow:Sales Training
bb529e24-aba2-4475-ad02-3b852c7e47df,SEO Optimization Audit,marketing,1,published,ready,False,[],fully autonomous,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,2a3bb0e6-ba2a-40ac-8571-c15d8961b9e3,,False,False,unknown,,,env,workflow:SEO Optimization Audit
de441350-d83e-4e20-8fae-42007da6dc8b,Social Media Calendar,marketing,1,published,ready,False,[],fully autonomous,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,1c21b96e-1851-4bfe-807b-664e25b2cfee,,False,False,unknown,,,env,workflow:Social Media Calendar
74c827cf-01e7-4352-9e11-7844349c3dc8,Social Media Campaign Workflow,marketing,1,published,ready,True,[],human-gated,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Social Media Campaign Workflow
d019ca6a-b61d-44ba-a556-ed90ca02ed19,Strategic Planning Cycle,strategy,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Strategic Planning Cycle
01ca0838-d9bf-4219-a0d2-6bb23e75e527,Support Ticket Resolution,support,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Support Ticket Resolution
cc80cb59-79a4-4a3d-98fb-9f089226b2fc,Tax Filing Prep,finance,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Tax Filing Prep
d79f0252-816c-4fb2-8aef-a1f2e008dc38,Travel Policy Management,operations,1,published,ready,False,[],degraded-simulation-prone,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,8733e53e-42d1-40e4-b480-70fa79237be6,,False,False,unknown,,,env,workflow:Travel Policy Management
bd247638-1763-484c-ae08-15e52d409ca6,Upsell Campaign,support,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Upsell Campaign
7f012a78-d54e-4c63-a826-d7ab42701be8,User Research Sprint,product,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:User Research Sprint
253ed0b7-3353-498b-9556-438f87fb8633,Vendor Onboarding,operations,1,published,ready,False,[],degraded-simulation-prone,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Vendor Onboarding
67e9a406-73bc-4f35-b670-5702256ecb9a,Webinar Hosting,marketing,1,published,ready,False,[],fully autonomous,PARTIAL_START_ONLY,BLOCKED_AUTONOMY_ENV_CONFIG,200,55aa4b42-6e2f-4c24-b6dd-52ac21f3b6dc,,False,False,unknown,,,env,workflow:Webinar Hosting
acd75d1d-39eb-4a29-8581-7e6bf0a454ed,Win/Loss Analysis,sales,1,published,ready,False,[],fully autonomous,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,429,,,False,False,unknown,,,env,workflow:Win/Loss Analysis
