journey_id,persona,title,category,primary_workflow_template_name,primary_template_exists,journey_readiness_status,outcomes_prompt_present,requires_desired_outcomes,requires_timeline,manual_path_status,autonomous_path_status,initiative_created,initiative_id,workflow_started,workflow_execution_id,workflow_terminal_or_gate_status,frontend_path_exists,api_path_exists,browser_subset_tested,error_code,error_message,root_cause_category,evidence_ref
a517b2d8-a8aa-4887-9945-a7120f1d4c98,enterprise,Product Portfolio Rationalization,product,Roadmap Planning,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:a517b2d8-a8aa-4887-9945-a7120f1d4c98
061c3a79-ddeb-4ee0-afb0-be18e6f7ae64,enterprise,Real Estate Portfolio,operations,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:061c3a79-ddeb-4ee0-afb0-be18e6f7ae64
6304e8e6-8f08-481b-adf2-d69ff950fa50,enterprise,Shared Services Center,operations,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:6304e8e6-8f08-481b-adf2-d69ff950fa50
cf90d814-5347-4811-9909-6be4d41051a2,enterprise,Strategic Vendor Review,operations,Vendor Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:cf90d814-5347-4811-9909-6be4d41051a2
71a5a883-59dc-441b-9bba-fab9b5e54ed9,enterprise,Supply Chain Resilience,operations,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:71a5a883-59dc-441b-9bba-fab9b5e54ed9
49eaf40a-2aec-43f4-a8cd-72f00412c9ce,enterprise,Transfer Pricing Study,finance,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:49eaf40a-2aec-43f4-a8cd-72f00412c9ce
f728982e-6918-40fb-993f-376cb2652706,enterprise,Union Negotiation Strategy,hr,Contract Review,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:f728982e-6918-40fb-993f-376cb2652706
96f134a0-4758-4667-8fb9-57a4ffa90b33,enterprise,Whistleblower Hotline,compliance,Policy Update,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:96f134a0-4758-4667-8fb9-57a4ffa90b33
9b0ca51a-2d1f-4ea0-a819-dde849092bc7,enterprise,Zero Trust Security Model,compliance,Policy Update,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:9b0ca51a-2d1f-4ea0-a819-dde849092bc7
7ab6c8d4-a47b-4cb0-9729-6c04d50d32c4,sme,Annual Report Design,strategy,Content Creation Workflow,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:7ab6c8d4-a47b-4cb0-9729-6c04d50d32c4
6bfff025-1ccd-4c22-8125-eb25cf713f1f,sme,Brand Refresh,marketing,Content Creation Workflow,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:6bfff025-1ccd-4c22-8125-eb25cf713f1f
74fd2d5e-696c-4b34-bf8b-48597782ec1f,sme,CRM Migration,operations,Vendor Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:74fd2d5e-696c-4b34-bf8b-48597782ec1f
fd22f348-7b00-424a-ad85-977a77dc0f9d,sme,Cash Flow Forecasting,finance,Financial Reporting,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:fd22f348-7b00-424a-ad85-977a77dc0f9d
2bfb4514-aa70-4ea7-862a-f0d78f7f738a,sme,Compliance Training,legal,Policy Update,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:2bfb4514-aa70-4ea7-862a-f0d78f7f738a
a8b85625-4b80-45fa-a2b0-71899f3f1b57,sme,Corporate Social Responsibility,strategy,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:a8b85625-4b80-45fa-a2b0-71899f3f1b57
d5e37ed0-9f37-4f9b-ae65-f322a605ed58,sme,Customer Success Playbook,support,Customer Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:d5e37ed0-9f37-4f9b-ae65-f322a605ed58
8942a139-3d24-4192-8907-9e636b84f024,sme,Cybersecurity Audit,operations,GDPR Compliance Audit,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:8942a139-3d24-4192-8907-9e636b84f024
4854af43-441f-4b31-945a-83e0e95a0e32,sme,Debt Refinancing,finance,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:4854af43-441f-4b31-945a-83e0e95a0e32
f5703d63-c034-4c01-a087-1839ddb453fe,sme,Department Budgeting,finance,Budget Planning,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:f5703d63-c034-4c01-a087-1839ddb453fe
f08a194f-4f2b-4568-bc6e-4d557f951d89,sme,Disaster Recovery Plan,operations,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:f08a194f-4f2b-4568-bc6e-4d557f951d89
5136c92f-56d8-44e3-a59d-dd5be3fc9141,sme,Diversity & Inclusion Initiative,hr,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:5136c92f-56d8-44e3-a59d-dd5be3fc9141
f9082e99-be4f-43ba-8062-7ae20e157144,sme,ERP Implementation,operations,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:f9082e99-be4f-43ba-8062-7ae20e157144
2e2a760e-ae3f-4266-bcd1-e3c87801bc86,sme,Employee Wellness Program,hr,Customer Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:2e2a760e-ae3f-4266-bcd1-e3c87801bc86
5848799a-b1c7-4ac4-8fcc-a3aa937f08fa,sme,Expense Policy Update,operations,Policy Update,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:5848799a-b1c7-4ac4-8fcc-a3aa937f08fa
12cba679-f2f2-4bdb-b207-4b6576374bb5,sme,IT Asset Lifecycle,operations,Vendor Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:12cba679-f2f2-4bdb-b207-4b6576374bb5
01a00d20-f798-4223-9d8d-6945d7151eed,sme,Insurance Renewal,operations,Vendor Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:01a00d20-f798-4223-9d8d-6945d7151eed
861e8745-810c-4c12-ad1a-1b7c95fe1b58,sme,Internship Program,hr,Recruitment Pipeline,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:861e8745-810c-4c12-ad1a-1b7c95fe1b58
83074c54-4afc-4139-96d6-54ed87623d23,sme,Inventory Turnover Analysis,operations,Pipeline Review,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:83074c54-4afc-4139-96d6-54ed87623d23
6f44fa80-c28b-4798-9fe2-fca9a3284e54,sme,Key Account Management,sales,Account Renewal,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:6f44fa80-c28b-4798-9fe2-fca9a3284e54
bce3016c-a660-4f54-be92-d19980b6ca2f,sme,Leadership Offsite,strategy,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:bce3016c-a660-4f54-be92-d19980b6ca2f
a41e8183-efac-4b60-bdb2-7b043ef314a2,sme,Legal Retainer Review,legal,Contract Review,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:a41e8183-efac-4b60-bdb2-7b043ef314a2
8588d365-e7ff-4aa7-845f-77744695bb40,sme,Loyalty Program Revamp,marketing,Email Nurture Sequence,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:8588d365-e7ff-4aa7-845f-77744695bb40
a005f222-ce8c-4c00-88df-44ce91aa1aaa,sme,Management Training Program,hr,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:a005f222-ce8c-4c00-88df-44ce91aa1aaa
a575b238-b746-4a6f-b1b4-11f652d537bb,sme,NPS Survey Campaign,support,Win/Loss Analysis,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:a575b238-b746-4a6f-b1b4-11f652d537bb
30a8b0f8-5e56-490d-8bd5-e683db673171,sme,New Market Expansion,strategy,Competitor Analysis Workflow,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:30a8b0f8-5e56-490d-8bd5-e683db673171
843d21f3-9e59-458b-a878-0032d16a162a,sme,Office Hybrid Policy,hr,Policy Update,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:843d21f3-9e59-458b-a878-0032d16a162a
405bd22f-931f-4205-a83c-97c81c68a94d,sme,Partner Channel Strategy,strategy,Partnership Development,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:405bd22f-931f-4205-a83c-97c81c68a94d
4b7f17c7-6edb-49dd-a0cd-7ad96c6e2320,sme,Performance Review Cycle,hr,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:4b7f17c7-6edb-49dd-a0cd-7ad96c6e2320
9070dbd6-23de-4a0d-9de6-735ce32a4767,sme,Procurement Policy,operations,Policy Update,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:9070dbd6-23de-4a0d-9de6-735ce32a4767
93b2a53c-e3c5-4157-9c1f-de1f4207d66e,sme,Recruitment Agency ROI,hr,Recruitment Pipeline,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:93b2a53c-e3c5-4157-9c1f-de1f4207d66e
f79a1dfa-5359-480a-a08c-a84a256e86ec,sme,Reseller Program,sales,Partnership Development,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:f79a1dfa-5359-480a-a08c-a84a256e86ec
01e14add-8a1e-4a6c-8dee-dc6aab3e60c7,sme,Sales Commission Structure,sales,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:01e14add-8a1e-4a6c-8dee-dc6aab3e60c7
645a1b32-74d5-4f5a-96dd-95462418c252,sme,Succession Planning,hr,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:645a1b32-74d5-4f5a-96dd-95462418c252
56f9d4b4-7939-401a-93af-60c81b4ba68d,sme,Supply Chain Optimization,operations,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:56f9d4b4-7939-401a-93af-60c81b4ba68d
2ea37698-4b7c-411f-adfc-d95428c65397,sme,Sustainability Report,strategy,Content Creation Workflow,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:2ea37698-4b7c-411f-adfc-d95428c65397
2a9a618d-79c5-4bad-9c3c-7cc0fe5d6850,sme,Town Hall Meeting Deck,strategy,Content Creation Workflow,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:2a9a618d-79c5-4bad-9c3c-7cc0fe5d6850
7e7b2376-c437-43ff-81c0-c99184ddc427,sme,Travel Policy Update,operations,Policy Update,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:7e7b2376-c437-43ff-81c0-c99184ddc427
f5007972-9b01-4af9-92a9-b0bc8df151db,sme,Vendor Consolidation,operations,Vendor Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:f5007972-9b01-4af9-92a9-b0bc8df151db
f4d24b42-253e-47a4-8a2a-99001da96d9c,sme,Website Replatforming,marketing,Product Launch Workflow,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:f4d24b42-253e-47a4-8a2a-99001da96d9c
576b6da5-9c6f-4061-bc24-48d2a0a46f42,solopreneur,Affiliate Program Setup,sales,Vendor Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:576b6da5-9c6f-4061-bc24-48d2a0a46f42
acc7b028-bece-4fe5-bff2-a2b0d931a5b6,solopreneur,Automated Invoicing Setup,operations,Vendor Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:acc7b028-bece-4fe5-bff2-a2b0d931a5b6
46edb11b-0c49-436d-98ca-22795ebf3236,solopreneur,Bank Account Separation,finance,Strategic Planning Cycle,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:46edb11b-0c49-436d-98ca-22795ebf3236
1798b632-4a00-45bb-9fc4-a20ca277cd9b,solopreneur,Blog Content Calendar,content,Content Creation Workflow,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:1798b632-4a00-45bb-9fc4-a20ca277cd9b
95f85460-9738-4f9c-95ad-6f6128ed2b52,solopreneur,Brand Voice Guide,marketing,Content Creation Workflow,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:95f85460-9738-4f9c-95ad-6f6128ed2b52
33943a2e-f9a1-45c6-9d15-8408594cda46,solopreneur,Client Gift Strategy,support,Account Renewal,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:33943a2e-f9a1-45c6-9d15-8408594cda46
32e8a84a-d0ea-4eb7-9cb3-f46dcdadb76e,solopreneur,Client Onboarding Automation,operations,Customer Onboarding,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:32e8a84a-d0ea-4eb7-9cb3-f46dcdadb76e
0d8c084a-bcde-45f8-9649-e61f3e41622d,solopreneur,Cold Email Outreach,sales,Outbound Prospecting,True,ready,True,True,True,BLOCKED_ENV_CONFIG,BLOCKED_AUTONOMY_ENV_CONFIG,False,,False,,,True,True,False,,,env,journey:0d8c084a-bcde-45f8-9649-e61f3e41622d
